account_number,aba,bic,opened,balance
GANE81989501188726,105754688,TOYMGBFX,2018-02-11,552993
MVXC97470850771085,090803631,YAWAGBNQ,2020-03-17,1418647
ZFBY29054864579375,096063996,TLYAGBKKG8U,2009-02-09,1888012
FVXT47596761993696,038649857,GLQRGB4O4H8,2018-07-19,1600046
CELN88937313292843,021664551,DGRJGBOW4CC,2020-02-22,1304583
FKCK50528012327404,099452737,JHQAGBW5,2005-05-06,916186
WRNL78483601696507,037622985,JFGPGBS4,2010-04-17,1358803
JVDB90195777658537,014669903,WGGZGB6M1O0,2009-01-18,330976
CXZJ91453958109974,063334467,PQDZGBA1OWW,2010-07-19,372720
TRZX67132811747921,023157451,IUGVGBEI5DU,2006-10-31,245340
DOFB19113800562998,052257050,PVTWGB5P,2009-04-18,1863276
PDMY65855102467253,113384464,KDBYGBSMZ2R,2009-06-05,811838
GPUZ09346450546955,072856651,BMXKGBXKAHG,2016-07-21,1423847
CYBR55998192312833,038755246,UMKZGBCJ,2013-09-13,1265874
KMQC11475392449906,090463466,ERJIGBF80WE,2016-05-07,359104
JDSH16972380024387,033063425,SKEFGB1C,2003-06-20,170272
OEAO91667075083692,097234012,BKILGBBE,2017-11-19,698010
FSPQ66392003561344,059408857,NCBZGBQR,2011-04-03,1863810
SAIC46411514206224,092574777,CPZLGBJIRTC,2007-06-28,1830580
ARUY78932639829168,035983189,SPHRGBAW,2000-12-27,985770
BQCX91177271722314,022840387,PDYDGBIXVXI,2008-03-07,91000
CCNH49210766815355,065980327,YHMGGB08,2014-01-27,270735
ZVTD61198121974168,106890907,BRIDGBMK,2008-08-07,1348148
GWIC49783119350620,064826369,TXPKGBVG,2019-12-24,1103056
ONTC51611647522220,106208560,UQCTGBKV,2006-03-13,1941032
TPVL07956597704731,051279288,TNUOGBGZ,2021-04-18,239059
FVAK77201528874886,109877480,HCKAGB430G7,2021-04-14,1289195
THBN61421318022715,104858200,HJPQGBXWX42,2009-12-05,1731188
GARR26845205761163,082170369,UXUBGBDG,2003-02-10,189021
LRHL60001315421565,015189343,PQZQGB09,2022-09-17,942592
RAGJ32466612916458,055414243,MMFTGBLCH1W,2020-05-04,474471
FMIL27473707549767,060511076,CIMXGBWWA9W,2010-02-26,948918
YBRN59269346009772,094143630,CQQXGBL4T8M,2015-08-10,348065
HRUN97982609083766,013252874,ZIKGGBJM0TL,2005-07-25,534008
YKVA32187616771427,016858835,HZIZGBSZJC7,2005-01-17,120474
XXKM24130143472915,054219630,DJRTGBHI,2007-08-05,1456660
QBPN93368177926241,014017607,XPMTGB10,2013-09-27,1372783
HJWO64932243167601,091440365,CLOJGBG3,2003-02-21,716356
BOUI40226640230145,116331595,ZXTOGB9PERJ,2022-01-16,1878000
BRUT24606628612907,074061172,MHQVGB665UE,2009-01-11,1965203
SOVW26115483106915,025727326,YNULGBRYL77,2004-12-31,1540252
ZAMU84023161127495,045156485,VZVOGBCZ8VC,2018-07-25,1939197
DLRB10678370230603,072929944,BRIRGB77QQQ,2021-11-10,41385
YOQV90528691951772,043056422,EKXQGBD4,2016-10-06,728088
TZHD53380288228241,056518397,YXCXGBQT,2018-12-07,1111577
AXET92895321575824,097954897,WYRRGBKH,2009-01-14,1414362
VOYQ72702821237681,013434456,PGSLGB1M,2016-07-17,160487
NUIW84424192729254,063724145,KRJBGBHY,2019-07-10,1945454
RMRM75765301692212,036998089,WZBYGBP1,2006-11-15,185778
TWPQ64207800841625,052643253,EURIGBAT32K,2016-01-03,1925704
QSJH12528613417682,025308648,YQCEGB9HYX9,2007-11-26,205265
XKNB71876210212135,047960310,VIYNGB8BU8C,2002-05-22,1967088
EKFY28636762692458,065894536,DAEMGBW9,2010-04-20,17516
CLOF31542337179863,081854288,VKDOGBMK,2014-04-20,766564
OFAS12149241992347,039828114,WBPDGBCP,2007-04-13,1125697
NKOU73338357513856,106573677,RKVPGBO0,2007-05-18,486425
BTWO20116607590040,059208280,DMBVGBJH,2016-11-13,905884
EQZX75644458201452,106984703,UHARGBJ3,2003-06-04,327536
CGLC95334418052965,122627565,SUZWGBAC,2014-12-17,13468
LZDA98867758608096,067049761,JTOUGBCI,2017-07-11,1430682
ZWFC62486371164645,129400109,PMYRGB4T5MU,2008-03-10,125969
EBQX96940575836730,032455225,VFEHGB32B7I,2004-03-30,864598
ESKS44053736152866,120815735,ETGRGBUHVTK,2004-10-24,488627
JBYX60867735319655,035087548,UGRBGB9G,2013-07-29,1499287
CMGD17783675813647,035068237,KZTOGBIVTYS,2017-09-14,1383664
OJOV67201953742087,117173859,WIQPGBI0V75,2015-06-03,1239265
SLAV16670648398742,078021697,QYYHGBHF5TX,2009-08-17,1382181
RNKH84992582468137,119848551,RGFRGBZH513,2002-07-02,1590253
CTMC16191343320095,126858246,UKNPGBRIYCG,2014-10-21,1213498
CIKA32400935112850,038804773,KHQNGB5B2XB,2022-09-29,1702256
PIFV67730694092904,040324283,FGDOGB6ME2A,2020-07-27,1628964
VCLE58082855620885,039189028,BPBSGBJUZ7D,2016-10-11,885876
BPHX74180621454116,061166844,BFOUGBEU,2006-12-30,1416011
TJTH79872344872784,013886907,ZSFDGB0Z,2012-02-29,1534847
DQNC79661354005295,081962235,YGYCGBF1,2003-05-09,1902561
GFXQ61282493916019,030341946,SWQUGBW8,2016-06-25,532224
JYTT37552021815377,083768055,YLVJGBXZAYQ,2010-02-04,812026
WRXM97183112148765,023981151,KPLEGBCH,2022-01-06,1892785
EZEL26471639718339,051875161,KOYWGB4KYXY,2008-06-23,1494759
IXDC68938172695707,045649183,INVGGB7W,2016-06-15,670508
PJTV74026826736457,073608882,KQFLGBK7RX9,2016-07-03,1169769
LPQV59268513939495,051095802,UYTKGBJQEGG,2021-09-21,1842515
ULZR53300898846591,046919155,ELERGB0ZCVY,2017-02-12,495602
NBPG68707004486315,080893622,HMVAGB4VB4G,2022-04-03,472170
RXOQ25331541969722,078033753,LEYHGBW4D3J,2020-05-03,114171
ZLCT59785757201409,055987068,DJAXGB3KT4L,2003-11-25,1520826
ZNGD51435338940961,042580083,KXLVGBP216F,2020-06-29,1914182
HPAU61522098975903,077859802,LDMMGB2J,2009-04-27,757218
HIHS66867033110308,055572211,IUQPGBYNAHE,2004-04-05,544394
KYCV53143103262035,035505949,HISOGBJK,2022-09-07,835025
ZXNM35686431801836,109143606,STPKGB5W4RB,2016-11-01,1549268
RICL22368151105993,018273638,MIWGGBXQYFM,2017-06-25,1583765
ISZF21594579040180,012671867,UPFDGBLR,2002-12-02,1553936
UEQM93961273276121,021892909,CXCNGBQ3YW6,2015-08-19,1863341
IBQZ71337441079877,074881828,ACAWGBRA7DS,2017-01-27,213822
IQKG73231244700054,040220866,GBNIGB4MTM4,2009-05-13,159418
EDIG09963076476318,025517701,DFVLGBE5,2018-11-14,1852372
XDMD56271306048085,039225432,LZGYGBUE9S8,2004-12-12,313276
ILHT82013686433534,106014110,PBHIGBHLH72,2019-01-19,1431263
OQBB18795060548110,028618461,SFAYGBHZMJB,2010-02-24,1198008
IHQZ82519577524580,071881216,XDWDGBEG0DX,2016-11-08,63678
EEAS01557346509040,093604374,GCBEGBKS,2000-08-04,165475
OZDM34964523970447,116083283,OXBEGB7G,2007-07-08,1095121
JGBK65575687535310,116488985,EAJBGBO6,2016-08-24,928344
BQOK35682744237684,096104635,AKINGB5B6U7,2019-04-07,730787
AQSM28745082048969,030093838,DZCNGBXE,2016-04-06,1921152
FNFV04933586005624,016023314,BBBMGB1Y,2001-03-23,1283571
PUEL81575936774924,025309016,PMQBGB3E,2014-12-21,1123664
BVPU95753648837196,028161183,WKKFGBEYAQJ,2010-12-18,200319
WVRM00250408204487,084646231,ICQUGBOL6EA,2001-06-11,1522246
OKUM98524579557502,041800816,KBBAGBQ89SX,2006-01-14,672709
ZHLR96963035349492,062540540,OJMGGBSV4L9,2008-08-12,1623263
CKMJ93221678020986,051715959,DJCTGBVZ,2012-02-07,1729551
PLJG46287212591928,032986448,OWORGBVO6EE,2021-08-23,1254183
FLVC47037614942743,011619794,DBATGBAA,2008-10-10,1944442
ETEC54134595499744,089623770,GKRHGBK8,2015-06-22,600044
HPNW43986241944016,038017120,YRHKGBHV1FL,2007-06-05,1339588
NZWJ37554611935894,099650584,HRACGBE84F2,2013-12-21,612661
SGPE02123114676835,059770954,UBJRGB4VSPE,2002-08-26,1450263
GJWE08653609951882,111086324,ROGWGB3YRB2,2001-11-28,1249237
QGFX99028678041077,030427145,JDZGGBIU,2021-12-05,1791107
NDFA53790843934747,083512418,JGVCGB62,2003-07-01,1608765
XZFO34682915001730,120772027,EBITGBSCQKF,2006-07-13,324415
VBRY60064190208850,025685989,FYCRGB6P,2013-01-27,1953495
XWFK56094960073436,082497974,HHQUGBVLX3S,2014-03-12,1984140
QVRB88975574919260,128770937,AESLGBNW,2002-07-28,1012944
JBCZ26907901789713,016623345,FJWEGB8PF8F,2015-08-13,1811633
BCFR55630922286749,065349557,CDACGBPC,2020-10-10,1533583
FYJT75030718446126,105578097,EDNMGBUBSXT,2015-01-04,385414
HXMB11130182332588,112806587,LBJFGB0ZR30,2016-04-12,1422205
FPRW14009967780333,102892828,LFFKGBR80U7,2003-12-16,989275
BPEX84349227882650,091061184,ZUFSGBF6EF0,2015-02-08,733272
AWHH72993025213421,019069951,ZMQBGBDB0NW,2016-10-26,48681
AJWW33721380185538,013760573,BVIUGBPC,2010-09-12,553038
IWYK67487879628607,074979086,KNBVGBBVN5N,2016-03-24,425271
ZKEL14029875813282,041711086,BPTDGBXT4U5,2018-07-28,840026
PCLA41436163528260,018623343,FLMHGBJU,2013-12-23,1386434
WVTZ68693190056847,087002908,ZGSTGBNR,2001-11-16,1717887
DEIA87271847771818,109438065,XMPKGBY4U3P,2006-04-03,1617503
QVFL24231025588810,015993636,KIEWGBAK,2015-05-18,432074
FDJJ19514629914078,109897266,QXRIGB1O,2019-08-21,516462
NGHC34463722470930,055107039,HWFLGBDX,2016-03-12,1940297
AOMW06928754905701,081886968,EGALGBMY,2013-11-01,1678146
VPSC67455139731471,088740528,JCNRGBS2,2016-06-21,739108
LNAU40162323836591,063361317,LCNXGBNY,2022-09-23,488080
HGBY27710677771601,052073580,SGCMGBP1,2022-01-19,1423059
AGXP15430457163207,057682141,QDLWGBGR,2018-07-13,1998838
BSQN17994173930392,014555088,BONNGBJMFTA,2017-08-08,1840906
BLFJ71623792124075,085965199,SHUMGBBU52B,2004-09-03,281104
AAGW07767954611650,108297304,KBOQGBQ5QDO,2009-04-18,1930944
URUS02323362126802,091822912,YNACGBBP,2006-08-11,1506773
FYON67288582406141,127243410,CZXKGBJIKO8,2013-05-12,1464695
BBPD17012239381118,037580904,IBVGGBT9,2017-05-29,1389109
QMTI37937944173425,064342034,XRUOGB8QNBD,2007-12-15,570029
DCNP51675812165192,053031592,JTYEGBD5,2017-06-26,1279961
AHDE10161068510885,024049885,ZUZRGBQ0,2022-07-17,19105
GHWT69122559974640,065655940,YUMBGBF7,2011-03-18,1117433
TGTA07263468713914,019051671,CMRNGB5L,2003-10-31,315581
AJEP05442365685346,072786682,WKIEGBNJ,2008-07-13,1628861
WMTZ26604887726009,029568688,SYFIGBM3,2004-12-08,824815
CFUN70204492373373,072318937,UHVIGBBWBHB,2018-02-03,31456
BKQW87339035262982,074807734,ZFWZGBP6,2003-08-29,472338
XZJF16630446518980,033203353,SCICGBRB,2003-06-18,1193617
TNXJ77860193820327,122467893,ZGTXGBEDJDH,2005-04-16,1491194
RKJB89565904598166,088096971,SNTQGB88,2012-04-28,1407541
PHFB71487437733298,048189048,MGQWGBXZJRY,2002-12-01,1536754
ANLM33392671569119,107296458,SQAVGBAR2H8,2002-01-11,595367
VBXP53513564187038,087945120,FJCUGBJ9HON,2005-11-21,1464032
RHLK57688027968405,097574895,PAVOGBAJAJO,2010-05-06,1472437
NEHU79096792098286,126562189,FRBDGBQW,2008-12-31,789821
VZEN63421029390729,095135388,FTAZGBREYRD,2021-01-17,1549944
BFUU06073565447415,026950516,QCXBGBIGP2P,2015-12-26,743347
MPWB30249159914837,056871199,VGMVGB34,2009-09-29,510369
PEBV69879184565519,012049648,QHTCGBM9,2013-01-26,1062406
WRFU00404104017472,061405615,CRRXGBEOCTW,2001-11-11,1258466
ZFQK46662483378707,120814655,KVZOGBROELI,2012-05-25,1057665
FMPK46010189318982,022588937,IDPGGBV2,2008-06-23,37448
MREO24547672077589,083230499,FIXKGB3J,2022-05-19,1971663
IDKP87690819054823,089042791,JDEIGBF6,2007-01-18,156829
YRKX09402987692120,014371660,KKDSGBFUNSZ,2016-01-30,11190
ZGOT93884981480813,128848047,LVQHGBKZ,2022-03-15,1955565
VDTF77915606984085,107912949,AUJUGBV9GU7,2010-06-01,1523020
MIHU81123687533189,105866314,TMPCGB7RJLW,2015-08-15,509374
LCOW78518458870685,047609396,QYVAGBEG,2005-02-10,235263
ZTYP32470666119838,054967636,RWKWGBR6GBX,2008-05-08,1018658
OYBD02240519595042,010907915,OCPZGB308GV,2021-02-26,1980749
EXYO94054753241893,101848080,EHIKGB00H7R,2017-04-14,1423977
XOQE32548844070720,061982976,BONVGBVQJBK,2006-02-01,249924
FDCG76555663789092,078049446,QMTZGBR6,2009-07-17,1303024
EIYW56196755729327,058622786,EXWOGBH4,2019-10-21,472226
DJXP09143234007202,089199602,KATWGBD6,2019-04-12,158146
QFNG07313854240133,021680470,TSILGB1J9WJ,2013-01-26,1105620
IORO28449724130472,067547700,BDKOGBC36ZT,2002-01-28,1706191
AJFU04395363155067,064889432,JHJYGBE5,2019-06-27,1180359
MQEG24952866557986,010296299,KRUOGBEG,2013-02-28,313520
KWVS63785072297841,044172936,BQPFGBT0EWG,2013-11-16,1060468
UXII09888814555406,115332582,ULARGBHGTWS,2005-06-02,145909
JTXL51566806329148,074750292,IVAGGB77,2001-02-25,848614
SGHY70505285448281,099791618,XYIXGBXLQGD,2015-11-06,1155264
ADEJ77615483704225,061406892,RDTTGB7FEQL,2015-02-07,1233066
EGBZ26478004469464,063330995,EUIPGB9I,2016-03-12,913548
JJUF10387456711480,091339269,XUUKGBIDBGO,2000-07-08,273280
RGTI42060851295542,013969837,OGYIGBB4ZR0,2015-12-26,1013972
QBND67475490564184,012942499,WWSTGB3SDLJ,2010-05-11,136038
WLWJ05970043217139,025449167,IDNZGBM9EPZ,2015-09-30,1753483
YIEW66118092718597,123011387,CPANGBIYRWG,2001-10-25,1877619
JRDY18337089703309,010661002,TPFBGBV6,2008-11-18,1371835
QNTP37560447919044,037310048,VHCVGBRYIR7,2000-04-11,1791556
OZQY66221131849982,090548970,UFHPGBZPWZ1,2002-02-23,1771897
UMXD83851858647786,126764330,ODPCGB7L,2019-04-25,1964556
BBQP67607688028874,010051191,PQHBGB1Y,2004-04-21,739239
CLCN85028049512354,040763666,XIBNGBH2,2016-02-15,1223446
XCJR46378738034626,063790616,MXAOGBRA,2022-05-12,1922424
CFHS06763440425534,074190331,HWKDGBW3,2003-02-16,911713
KHCZ47369084557054,043532878,IITJGBTH95A,2019-03-18,221058
IMTO42256355498337,039449302,GMTCGBCYD4N,2001-10-24,383194
GURA88651456537752,076002870,MKOTGBELMRX,2007-11-13,488159
HPDH83014821151345,040351573,CPBXGB0P,2021-10-08,782836
BZNW83650380483077,024036759,RLNAGB4B,2009-02-15,507217
WSST79326111684775,119714119,ZFOVGBB2,2017-09-23,502994
BVJG59954165171427,079362795,PQKAGBF5,2015-05-29,245304
RYLO55767394417870,062166212,CDGLGBH3AMI,2021-11-14,135869
XOOK01370551535397,125329514,PEZJGB1SQII,2020-09-14,1783177
APDN62967035822860,064753432,NHZNGB4D,2018-10-28,283517
PNYL49091015571826,097395676,CAKRGB6E,2019-12-06,153713
BCDH38860125847571,020521679,TMTLGBOP2OD,2014-05-07,576851
PYLX71975725824572,061172032,IBYWGB47,2011-04-25,1178108
OPHO44482731233138,110266255,DVFTGBZJ29Z,2000-05-27,1375835
OQDG36435898002904,032439429,DBXLGBVYWJG,2011-04-21,670027
QETZ56665883899029,048996422,DXKRGBJDRPH,2022-03-14,728487
DQZO91180870140974,089778625,GFHBGBNS,2021-05-28,1282634
MBDG89849897318372,039960014,STFEGBYCMFB,2001-07-20,284223
MLNK85159314207566,057886277,PUGPGBZWCC6,2008-09-25,1254116
SDRR75363078306865,041625596,XNKGGBP9OW3,2010-07-02,365274
XYXQ88998827042900,092304659,ZSIDGBQOZZ7,2014-09-07,564214
RXNQ12253743551871,054639922,LRCVGBG67DH,2000-11-08,1830060
OPBI53840643225798,049355567,LUUGGB9ULRT,2007-07-12,703272
BUOC78352561897898,124982839,ILKHGBB0YCW,2012-09-23,1250328
PUIU64778786268716,064805005,FCLNGB5H3BT,2019-12-23,330367
HWPM13119158720067,039232661,OEHYGB67,2004-02-03,1126818
YHXQ84608715940729,032398832,COXWGBUI,2004-04-05,122856
YOJW36114497886860,030328228,EIAHGB01D7Q,2004-08-02,1815895
LNTX86154550971384,125689652,LYTJGBQYIYF,2015-04-30,638449
CJZM96139793854954,040978383,TRYNGBS4,2016-02-17,182124
VUUN04105453916738,088246213,UGNLGBD8,2010-07-07,1257587
ZKNS52571066973017,031148834,ZMKCGBD2,2016-02-16,1845305
ZZFE29979744203119,050224195,QYOMGBL3VX5,2007-09-25,1836732
ZISU86639806400518,095227186,QMYBGB0462N,2009-11-08,677686
STYK48771032569231,058012299,VWBEGBNEVZ6,2009-02-16,1577688
XNRG35046689486754,039687782,ZCQUGB9KQSI,2019-04-08,60687
BDXF12872887791075,039344481,NYPRGB9J,2022-01-02,1743407
GFOP74683615402764,104703698,PNRRGB3F,2022-07-10,1066870
QCQA58314239660259,094352764,FUIKGBOLGAP,2018-05-28,1114132
SCTM40122863521362,036309047,MHFRGBSQ,2000-12-22,191818
CAJF11633137412549,089054161,DRFQGBBYM3G,2021-03-10,1359145
YRJK08638955592388,079234975,ZMGCGB4OBRC,2021-06-03,238000
OFHS43738805277548,084520137,MCJQGB4T,2014-12-19,1523990
HUUR16593981479409,116245555,TTCCGB15O3V,2018-03-20,1424130
BIJL81030004204211,078095704,WYZOGB5HWZ8,2000-08-28,1196344
KFZR66731081115846,064857998,OETAGB3I,2015-03-03,1295155
AAOZ46437828651832,100354892,DJCUGBUAGAZ,2019-05-27,1313326
KSLB88441078304812,088428840,UMNBGBX88F6,2008-09-30,1622421
KKUP15862699112538,038235300,AQFKGB3QOC7,2021-08-24,450682
UCYE77108954735271,039135328,CWGBGBQN,2019-07-30,69372
OUUG91458020006493,122566024,UPMGGBWC,2004-04-09,213299
CMUO67676227010833,094787465,QBVWGBE7,2020-11-29,414387
CJLA59465951029932,070680900,WOEBGBHZNQG,2002-05-29,1537501
TYGE28036283911516,095434801,QBZEGBE57RJ,2001-08-14,1019788
RZNA66900796744625,042169721,RLRDGBMF,2014-07-09,275263
CSPL89334459900305,012866041,MACQGBIX,2022-07-31,1652401
PPAG64773438875052,025228922,QQKMGBCCUK7,2016-07-03,585849
UPED17668257409158,090355338,YAFVGBB7,2004-08-09,836725
ATYN57723357132058,040631549,PUDNGB3R77B,2000-10-27,1603964
APSU32924816699068,032683039,HGGGGBRNCJX,2016-07-11,1014701
CWDU65988272974344,123978132,ODVTGBP9,2002-08-23,1946055
LEUI36924044631634,043913727,YKQYGB9POU0,2006-12-26,343946
UDUT04643750182849,035733164,CFFAGB9G1FC,2015-06-11,1768350
HZAW34620034610341,128691553,WFDLGBG8,2003-07-12,1236116
QLCS28808125811250,016367559,ZYGRGBBK1P1,2012-06-06,429266
JYTR58619220699764,086085379,NZEUGBELQM7,2022-07-27,1256373
QZUB09234898205548,062293826,FZLXGBHREE4,2003-05-27,882977
DDXW98690180580473,043536188,ZOMEGBNMHBE,2015-01-10,236331
GBHI23439149608872,078824098,GUDBGBHZ,2017-06-30,837620
UBMQ19527948534946,029135053,VGPOGBIH71C,2013-05-28,1657942
ZOIT28341752291280,021698747,MZIMGBB2ABB,2018-05-07,342472
SCFS30885629810248,122703764,NPUXGBXTELA,2017-07-30,1056722
MXUB76658642076621,034873371,KJFXGBJ1NKQ,2001-07-25,1062138
AFEP32030896870746,026528333,SEAAGBOTJF1,2016-11-08,922543
DSAZ39704606253532,057953058,URZBGBE34BV,2011-09-22,1429359
OBQV89333375071108,014503085,MOZBGB35,2016-01-08,94306
CGZD41496801137791,126340961,XIDYGBMU4UT,2019-01-14,1139601
ZIRP30485661619649,041087545,OOKYGBXV,2011-06-02,1821030
YOFK46297473043889,090470734,MQMDGBK5N9S,2004-07-15,1385549
SYIG12889259642685,097257183,UUGGGBL4,2021-05-18,1875878
ULGJ06343496158596,015582665,DMEUGB6V39I,2004-04-08,340127
ZBRU61591751383071,027878668,WOGQGBF7ZRQ,2013-05-31,1160463
JSED75731848413488,108917888,RNKIGBOE,2020-01-20,1123543
SCMU58776878453926,073771722,NMKWGBLP,2003-07-10,439131
YDLE05469214120351,071962216,OMLLGB1ALM9,2021-01-14,380735
PPVJ68379208313072,126031775,PGTQGBCM,2000-01-07,1470103
WESP80667790349269,048326445,EIJUGBIX,2013-01-11,660044
LIMB07454726402827,081771400,NKAPGB740C0,2008-04-03,331261
TXHY84111229136503,055132635,EKZXGBXK,2021-07-31,840715
DDBB35402537528106,074187111,QRXZGBJ50S6,2011-04-25,1524718
VTFM85181573296647,020570332,OBMWGBLM,2015-08-24,1279195
HLLL74133799248306,034475957,QKBIGBO4P8I,2011-09-19,1903113
YVGU72454363330853,037794075,GZVSGBLGTFN,2004-11-04,274962
WNCU99327794802375,051280536,XRKKGBAISPU,2019-02-09,679964
ZRXZ65070239088343,073458032,GZDDGBCRRH1,2010-04-03,277635
SGZO81145273346950,044301655,XLROGB3UGKG,2008-12-03,1771954
XUKM47045964661674,109692005,PCTGGBSOT5Q,2013-08-15,1959580
FWXZ34039300049826,108707522,GRVJGBYC42K,2008-02-21,653469
JIYK82440080742297,056490923,EGJTGB7L,2006-07-01,489343
HMXG18963778446622,063301830,SRPHGB07,2017-09-19,1776513
LADQ41850806745579,088797542,JLWYGBZJ,2012-10-23,593707
DAQP14394761181602,077386582,OOGBGBEL,2013-05-17,725319
OBLE54515008929761,124408892,AOWWGBZT,2011-06-20,1886458
DROM34467419479529,123040510,LRKQGBNC,2000-08-07,1143629
GQWQ61653118582978,011187365,LQZYGBC2,2002-03-05,1396349
THRO06668426297940,103207577,BYFRGBWP,2018-01-08,454103
HCEX76947739390151,063106129,KWZLGB1798I,2020-12-20,1161849
WGDU18798132190931,042767903,XVLXGB04XK1,2019-08-05,1267955
OPNB89020698121559,040682093,JESFGBZO7VV,2008-07-29,874856
QRAQ68324575742261,080107211,OBMHGBFB,2013-07-29,1742778
PFRR02046317336878,121022213,NAXNGB0G2CH,2000-12-20,1555274
YLOU39846206827744,117877825,VLCOGB90M2N,2006-10-26,573947
QKWC26534671312692,065590542,KPLXGBNQOUQ,2004-10-07,1328679
NKOO54235981296519,050423514,XJWKGBMV,2008-08-20,764102
CCUY31260546503148,107174910,GKYWGB8O,2001-03-26,1641801
QSVE56925786125391,090305566,IWENGBY3I2D,2009-04-19,1506070
CDRO02422414332949,105359481,COKWGBSR9G7,2007-07-13,1368790
ZTFM09927550432266,020925631,ADDJGBN2,2015-06-11,1446532
LNVN48515390315870,056561315,BCIPGBT5,2019-09-14,991594
MRXW05523619302134,113024685,DODJGB2O36X,2004-04-30,1933520
CCKK52829629812758,101413169,STJEGBSPOWV,2021-02-07,1491624
KQFB98839957329342,083377695,NCELGB9YCZO,2007-10-06,1093278
HFBI44240862778268,068011316,JPICGBE4,2021-03-12,1420024
GCRX25360065728177,016157633,JFYBGBFLYFX,2001-06-11,869495
YPSV36197851194602,069331516,EAOBGB2262V,2009-12-07,548098
OJNM78712066555031,043912388,WAXKGB5JFH6,2006-12-28,586067
NFSR70142831016861,077482075,MGPMGBUOK2M,2022-09-15,1210831
QMKI06380235509503,120373471,HOAHGBDRBE2,2018-02-20,279017
PTEU82112332867397,090278266,FAYAGB69,2020-12-11,1300219
QJYV80324994710276,085235311,QYKEGB09,2012-07-27,96304
MBQG65858810303806,073326782,IXDDGB3Q,2001-01-06,1660958
LGRZ96126051560300,050827990,BKMWGBEVEDL,2021-09-30,1678116
TCFN23261100962604,071357779,OEKUGBTLZ0Z,2014-01-23,30677
ODAR48607532475438,116920676,KHRQGBZ7,2003-07-07,233476
BKEH90627611528770,083210723,ZJRGGBDH,2003-10-27,45005
YAYH03533144347802,052828463,HLQRGBJFV0C,2016-03-27,1754309
SDDF78810464078486,127403234,AGEOGBV9CQJ,2001-01-25,1526097
ZBDG96227154243821,129508205,ZVAIGBEB49N,2020-09-20,33524
SDQC16638643513123,029479256,QVNKGBBJ,2020-09-18,1690363
VCJN16547167679574,046411404,KQROGBF5,2022-03-11,1276471
OLDU35993131456887,010316593,SMQZGBNW7M3,2015-12-26,1248951
KZZW66511145321166,051759711,VTMXGBCU,2002-03-10,138909
ZWOR58388412447974,108163661,HANGGB7LYUC,2002-11-24,1369518
INNJ96838620752233,128590874,CFJUGBX3,2007-06-06,253116
MXVR92500346723264,015936923,FJPJGBAT,2017-09-11,389243
FZKM67099392221809,027930522,GBSAGBJA,2016-06-13,833209
SJXC04285497220840,025262247,OYGLGBKBNOC,2001-03-22,367388
DOGN53451459222800,040694764,ZQNGGB44,2013-07-16,527983
DQFE75767328541741,061242577,WKXWGBN4,2011-08-18,1886775
UAWC93679500537772,109945710,LZXAGBVD,2007-10-15,412991
PZSH80101078499440,088468884,BYEUGBYM,2003-12-26,834655
CHVJ79484410310110,042037413,RGYAGB4H,2022-06-02,1043602
PYND45885871919787,082877332,HWNBGB11,2009-08-08,405582
AWMS85731025125570,053327662,AEYLGB2H,2002-07-13,1918749
VOMH75149275404468,128718106,KSETGB04,2007-03-17,1239567
MDSY56363072399098,088482611,BLKVGBG30SV,2020-04-20,1036489
KTVN67692329897427,116143123,HQBRGBPXP4M,2012-12-25,618988
QGGN21175154828820,054555404,QBAAGBW1E0I,2017-09-08,271460
JMAW44696466898823,124102855,UNEEGBMK,2000-05-24,1287345
ZFTV42196782428300,057612292,CCFFGBRN,2009-06-26,1060327
PULA72708325328656,055617215,ETDTGBMNQV4,2006-11-27,602433
KVLG38280929909599,099129633,OUZPGBKI,2022-10-05,1893720
TRMX29563550605532,039262136,GOWBGB3U,2020-07-15,1778057
AYQT92576967321908,097223528,MFEQGBPR1QH,2004-07-21,515829
EODJ81848337578502,040657578,CSLVGB3021D,2015-02-10,1812890
IGQS43150222667710,082427274,NARPGBNO,2003-12-28,1307882
EXBF28478585014118,059826905,QLIRGBPB,2005-12-17,230783
EEOB92324655959519,112232287,TAWTGBIC0I5,2008-07-04,173392
ZYXI94672250739415,110310868,LWILGBP1,2011-06-25,1524007
HWQU03869797859768,090588053,WPBVGBB0,2002-03-05,1284575
ANBC34514024915994,099394507,MHERGB99,2009-10-02,1192153
ZADM80198141577309,041341867,LXUQGBKE,2017-12-04,85593
NJSH45205687199041,046493901,GKFOGB4D36C,2021-07-08,1393535
ESUS08148871649652,044280226,KDOQGBTM6HJ,2016-05-08,543395
RGUI01636407697205,105897891,VNDVGBQH,2000-11-17,1134093
FBHP88799460238505,074644337,KBFJGB7J,2006-05-31,1656170
BVJK96203840175143,047460467,OASZGB3R,2006-10-20,202077
DWIQ28611970112066,104545869,WJUGGBZPUDL,2014-09-02,237835
RGXY08774962478304,013703666,EOBNGBNV,2014-10-02,1541487
BTBM41275070185889,101345415,JNQVGBJTGAI,2012-10-27,182087
TYGV96737099214312,019949945,EQSMGB23HLF,2012-10-03,1949240
JPNT67606984416114,088707985,XVHHGBXDDVN,2011-12-03,410228
XSEY43919061290365,123863166,KCLGGBNDOK0,2012-03-23,1741453
BDEL16600084421636,111790762,YBPOGBHXN8F,2011-07-10,1057437
